Date,Product_Category,Units_Sold,Daily_Revenue,Demand_Index,Day_of_Week,Is_Weekend,Is_Holiday,Price,Is_On_Sale,Avg_Daily_Temperature,Rainfall_mm
2021-01-28,Electronics,33,1650.0,50,3,0,0,50.0,0.0,20.979181010764396,0.0636102905299043
2021-01-29,Clothing,48,1440.0,50,4,0,0,30.0,0.0,21.141869815488647,
2021-01-29,Household,88,1320.0,50,4,0,0,15.0,0.0,21.141869815488647,0.267095821219967
2021-01-29,Electronics,33,1650.0,50,4,0,0,50.0,0.0,21.141869815488647,0.267095821219967
2021-01-30,Clothing,57,1710.0,60,5,1,0,30.0,0.0,22.80710930141588,0.29063794857981984
2021-01-30,Household,105,1575.0,60,5,1,0,15.0,0.0,22.80710930141588,0.29063794857981984
2021-01-30,Electronics,40,2000.0,60,5,1,0,50.0,0.0,22.80710930141588,0.29063794857981984
2021-01-31,Clothing,65,1950.0,66,6,1,0,30.0,0.0,20.61417507641214,0.0
2021-01-31,Household,,,66,6,1,0,15.0,0.0,20.61417507641214,0.0
2021-01-31,Electronics,342,17100.0,66,6,1,0,50.0,0.0,20.61417507641214,0.0
2021-02-01,Clothing,49,1470.0,51,0,0,0,30.0,,21.769754952291397,1.4451923551400743
2021-02-01,Household,89,1335.0,51,0,0,0,15.0,0.0,21.769754952291397,1.4451923551400743
2021-02-01,Electronics,34,1700.0,51,0,0,0,50.0,0.0,,1.4451923551400743
2021-02-02,Clothing,54,1620.0,56,1,0,0,30.0,0.0,20.971373216535632,0.0
2021-02-02,Household,98,1470.0,56,1,0,0,15.0,0.0,,0.0
2021-02-02,Electronics,36,1800.0,56,1,0,0,50.0,0.0,20.971373216535632,0.0
2021-02-03,Clothing,70,1785.0,51,2,0,0,25.5,1.0,19.278294499818216,2.2808078742014115
2021-02-03,Household,90,1350.0,51,2,0,0,15.0,0.0,19.278294499818216,2.2808078742014115
2021-02-03,Electronics,33,1650.0,51,2,0,0,50.0,0.0,19.278294499818216,2.2808078742014115
2021-02-04,Clothing,73,1861.5,56,3,0,0,25.5,1.0,22.50950987818185,0.0
2021-02-04,Household,98,1470.0,56,3,0,0,15.0,0.0,22.50950987818185,0.0
2021-02-04,Electronics,37,1850.0,56,3,0,0,50.0,0.0,22.50950987818185,0.0
2021-02-05,Clothing,56,1428.0,41,4,0,0,25.5,1.0,19.197479237258054,6.708035079701612
2021-02-05,Household,72,1080.0,41,4,0,0,15.0,0.0,19.197479237258054,6.708035079701612
2021-02-05,Electronics,27,1350.0,41,4,0,0,50.0,0.0,19.197479237258054,6.708035079701612
2021-02-06,Clothing,59,1770.0,61,5,1,0,30.0,0.0,21.36313048324423,1.697411579945534
2021-02-06,Household,107,1605.0,61,5,1,0,15.0,0.0,21.36313048324423,1.697411579945534
2021-02-06,Electronics,40,2000.0,61,5,1,0,50.0,0.0,21.36313048324423,1.697411579945534
2021-02-07,Clothing,83,2116.5,62,6,1,0,25.5,1.0,20.908851468237977,0.43922488671757765
2021-02-07,Household,109,1635.0,62,6,1,0,15.0,0.0,20.908851468237977,0.43922488671757765
2021-02-07,Electronics,40,2000.0,62,6,1,0,50.0,0.0,20.908851468237977,0.43922488671757765
2021-02-08,Clothing,74,1887.0,57,0,0,0,25.5,1.0,22.658928669493747,0.0
2021-02-08,Household,100,1500.0,57,0,0,0,15.0,0.0,22.658928669493747,0.0
2021-02-08,Electronics,38,1900.0,57,0,0,0,50.0,0.0,22.658928669493747,0.0
2021-02-09,Clothing,71,1810.5,52,1,0,0,25.5,1.0,19.278376562509898,0.8041017520653206
2021-02-09,Household,91,1365.0,52,1,0,0,15.0,0.0,19.278376562509898,0.8041017520653206
2021-02-09,Electronics,33,1650.0,52,1,0,0,50.0,0.0,19.278376562509898,0.8041017520653206
2021-02-10,Clothing,52,1560.0,52,2,0,0,30.0,0.0,18.966158189145826,1.3977414458090252
2021-02-10,Household,110,1402.5,52,2,0,0,12.75,1.0,18.966158189145826,1.3977414458090252
2021-02-10,Electronics,33,1650.0,52,2,0,0,50.0,0.0,18.966158189145826,1.3977414458090252
2021-02-11,Clothing,49,1470.0,52,3,0,0,30.0,0.0,22.943872638621663,0.710462234635578
2021-02-11,Household,110,1402.5,52,3,0,0,12.75,1.0,22.943872638621663,0.710462234635578
2021-02-11,Electronics,35,1750.0,52,3,0,0,50.0,0.0,22.943872638621663,0.710462234635578
2021-02-12,Clothing,55,1650.0,57,4,0,0,30.0,0.0,21.89542624462173,0.0
2021-02-12,Household,100,1500.0,57,4,0,0,15.0,0.0,21.89542624462173,0.0
2021-02-12,Electronics,37,1850.0,57,4,0,0,50.0,0.0,21.89542624462173,0.0
2021-02-13,Clothing,87,2218.5,67,5,1,0,25.5,1.0,23.60597425024744,0.0
2021-02-13,Household,118,1770.0,67,5,1,0,15.0,0.0,23.60597425024744,0.0
2021-02-13,Electronics,44,2200.0,67,5,1,0,50.0,0.0,23.60597425024744,0.0
2021-02-14,Clothing,89,2269.5,67,6,1,0,25.5,1.0,21.65599575963217,
2021-02-14,Household,118,1770.0,67,6,1,0,15.0,0.0,21.65599575963217,0.0
2021-02-14,Electronics,65,2762.5,67,6,1,0,42.5,1.0,21.65599575963217,0.0
2021-02-15,Clothing,72,1836.0,58,0,0,0,25.5,1.0,25.067023842986618,0.0
2021-02-15,Household,102,1530.0,58,0,0,0,15.0,0.0,25.067023842986618,0.0
2021-02-15,Electronics,59,2507.5,58,0,0,0,42.5,1.0,25.067023842986618,0.0
2021-02-16,Clothing,48,1440.0,53,1,0,0,30.0,0.0,25.20508438725235,1.1679943681647558
2021-02-16,Household,93,1395.0,53,1,0,0,15.0,0.0,25.20508438725235,1.1679943681647558
2021-02-16,Electronics,54,2295.0,53,1,0,0,42.5,1.0,25.20508438725235,1.1679943681647558
2021-02-17,Clothing,53,1590.0,58,2,0,0,30.0,0.0,24.91664696407197,0.0
2021-02-17,Household,102,1530.0,58,2,0,0,15.0,0.0,24.91664696407197,0.0
2021-02-17,Electronics,59,2507.5,58,2,0,0,42.5,1.0,24.91664696407197,0.0
2021-02-18,Clothing,74,1887.0,58,3,0,0,25.5,1.0,23.414043327026576,0.0
2021-02-18,Household,102,1530.0,58,3,0,0,15.0,0.0,23.414043327026576,0.0
2021-02-18,Electronics,39,1950.0,58,3,0,0,50.0,0.0,23.414043327026576,0.0
2021-02-19,Clothing,72,1836.0,58,4,0,0,25.5,1.0,25.463505539088377,0.0
2021-02-19,Household,101,1515.0,58,4,0,0,15.0,0.0,25.463505539088377,0.0
2021-02-19,Electronics,39,1950.0,58,4,0,0,50.0,0.0,25.463505539088377,0.0
2021-02-20,Clothing,82,2091.0,63,5,1,0,25.5,1.0,23.083819339000524,0.47678999116794674
2021-02-20,Household,111,1665.0,63,5,1,0,15.0,0.0,23.083819339000524,0.47678999116794674
2021-02-20,Electronics,42,2100.0,63,5,1,0,50.0,0.0,23.083819339000524,0.47678999116794674
2021-02-21,Clothing,59,1770.0,63,6,1,0,30.0,0.0,24.065087578183615,0.2833948025683093
2021-02-21,Household,111,1665.0,63,6,1,0,15.0,0.0,24.065087578183615,0.2833948025683093
2021-02-21,Electronics,63,2677.5,63,6,1,0,42.5,1.0,24.065087578183615,0.2833948025683093
2021-02-22,Clothing,55,1650.0,58,0,0,0,30.0,0.0,22.211022725237854,0.0
2021-02-22,Household,102,1530.0,58,0,0,0,15.0,0.0,22.211022725237854,0.0
2021-02-22,Electronics,57,2422.5,58,0,0,0,42.5,1.0,22.211022725237854,0.0
2021-02-23,Clothing,56,1680.0,59,1,0,0,30.0,0.0,22.397578932608912,0.0
2021-02-23,Household,104,1560.0,59,1,0,0,15.0,0.0,22.397578932608912,0.0
2021-02-23,Electronics,58,2465.0,59,1,0,0,42.5,1.0,22.397578932608912,0.0
2021-02-24,Clothing,49,1470.0,54,2,0,0,30.0,0.0,25.136954704076473,0.89644695380404
2021-02-24,Household,94,1410.0,54,2,0,0,15.0,0.0,25.136954704076473,0.89644695380404
2021-02-24,Electronics,,,54,2,0,0,42.5,1.0,25.136954704076473,0.89644695380404
2021-02-25,Clothing,49,1470.0,54,3,0,0,30.0,0.0,24.26330434786671,1.1541180210238533
2021-02-25,Household,94,1410.0,54,3,0,0,15.0,0.0,24.26330434786671,1.1541180210238533
2021-02-25,Electronics,37,1850.0,54,3,0,0,50.0,0.0,24.26330434786671,
2021-02-26,Clothing,72,1836.0,54,4,0,0,25.5,1.0,20.81629193561364,
2021-02-26,Household,95,1425.0,54,4,0,0,15.0,0.0,20.81629193561364,0.8621848326695893
2021-02-26,Electronics,35,1750.0,54,4,0,0,50.0,0.0,20.81629193561364,0.8621848326695893
2021-02-27,Clothing,89,2269.5,69,5,1,0,25.5,1.0,24.111112477827263,0.0
2021-02-27,Household,121,1815.0,69,5,1,0,15.0,0.0,24.111112477827263,0.0
2021-02-27,Electronics,46,2300.0,69,5,1,0,50.0,0.0,24.111112477827263,0.0
2021-02-28,Clothing,83,2116.5,64,6,1,0,25.5,1.0,23.56155874884402,0.9791573180198867
2021-02-28,Household,112,1680.0,64,6,1,0,15.0,0.0,23.56155874884402,0.9791573180198867
2021-02-28,Electronics,42,2100.0,64,6,1,0,50.0,0.0,23.56155874884402,0.9791573180198867
2021-03-01,Clothing,49,1470.0,54,0,0,0,30.0,0.0,24.861698768210807,1.0170331162956328
2021-03-01,Household,94,1410.0,54,0,0,0,15.0,0.0,24.861698768210807,1.0170331162956328
2021-03-01,Electronics,55,2337.5,54,0,0,0,42.5,1.0,24.861698768210807,1.0170331162956328
2021-03-02,Clothing,52,1560.0,54,1,0,0,30.0,0.0,21.598929311179454,0.5267712869595764
2021-03-02,Household,95,1425.0,54,1,0,0,15.0,0.0,21.598929311179454,0.5267712869595764
2021-03-02,Electronics,53,2252.5,54,1,0,0,42.5,1.0,21.598929311179454,0.5267712869595764
2021-03-03,Clothing,52,1560.0,54,2,0,0,30.0,0.0,21.017596368158365,0.02313382117669316
2021-03-03,Household,95,1425.0,54,2,0,0,15.0,0.0,21.017596368158365,0.02313382117669316
2021-03-03,Electronics,53,2252.5,54,2,0,0,42.5,1.0,21.017596368158365,0.02313382117669316
2021-03-04,Clothing,50,1500.0,54,3,0,0,30.0,0.0,23.987570292992043,1.4323605583298171
2021-03-04,Household,94,1410.0,54,3,0,0,15.0,0.0,23.987570292992043,1.4323605583298171
2021-03-04,Electronics,54,2295.0,54,3,0,0,42.5,1.0,23.987570292992043,1.4323605583298171
2021-03-05,Clothing,56,1680.0,59,4,0,0,30.0,0.0,,0.0
2021-03-05,Household,104,1560.0,59,4,0,0,15.0,0.0,22.02788358251859,0.0
2021-03-05,Electronics,39,1950.0,59,4,0,0,50.0,0.0,22.02788358251859,0.0
2021-03-06,Clothing,60,1800.0,64,5,1,0,30.0,0.0,23.898160280715555,0.7223327603307332
2021-03-06,Household,112,1680.0,64,5,1,0,15.0,0.0,23.898160280715555,0.7223327603307332
2021-03-06,Electronics,42,2100.0,64,5,1,0,50.0,0.0,23.898160280715555,0.7223327603307332
2021-03-07,Clothing,59,1770.0,65,6,1,0,30.0,0.0,26.299590042828505,0.7570286772683659
2021-03-07,Household,114,1710.0,65,6,1,0,15.0,0.0,26.299590042828505,0.7570286772683659
2021-03-07,Electronics,44,2200.0,65,6,1,0,50.0,0.0,26.299590042828505,0.7570286772683659
2021-03-08,Clothing,58,1740.0,60,0,0,0,30.0,0.0,21.261081654237532,0.0
2021-03-08,Household,106,1590.0,60,0,0,0,15.0,0.0,21.261081654237532,0.0
2021-03-08,Electronics,39,1950.0,60,0,0,0,50.0,0.0,21.261081654237532,0.0
2021-03-09,Clothing,57,1710.0,60,1,0,0,30.0,0.0,22.87478533228874,0.0
2021-03-09,Household,105,1575.0,60,1,0,0,15.0,0.0,22.87478533228874,0.0
2021-03-09,Electronics,40,2000.0,60,1,0,0,50.0,0.0,22.87478533228874,0.0
2021-03-10,Clothing,56,1680.0,60,2,0,0,30.0,0.0,24.010469115321563,0.0
2021-03-10,Household,105,1575.0,60,2,0,0,15.0,0.0,24.010469115321563,0.0
2021-03-10,Electronics,40,2000.0,60,2,0,0,50.0,0.0,24.010469115321563,0.0
2021-03-11,Clothing,55,1650.0,60,3,0,0,30.0,0.0,25.25076913700864,0.0
2021-03-11,Household,127,1619.25,60,3,0,0,12.75,1.0,25.25076913700864,0.0
2021-03-11,Electronics,41,2050.0,60,3,0,0,50.0,0.0,25.25076913700864,0.0
2021-03-12,Clothing,49,1470.0,55,4,0,0,30.0,0.0,25.50360845003875,1.238831038307819
2021-03-12,Household,116,1479.0,55,4,0,0,12.75,1.0,25.50360845003875,1.238831038307819
2021-03-12,Electronics,56,2380.0,55,4,0,0,42.5,1.0,25.50360845003875,1.238831038307819
2021-03-13,Clothing,61,1830.0,65,5,1,0,30.0,0.0,23.972937363600295,0.5929577247095852
2021-03-13,Household,114,1710.0,65,5,1,0,15.0,0.0,23.972937363600295,0.5929577247095852
2021-03-13,Electronics,64,2720.0,65,5,1,0,42.5,1.0,23.972937363600295,0.5929577247095852
2021-03-14,Clothing,69,2070.0,70,6,1,0,30.0,0.0,20.670244398049817,0.0
2021-03-14,Household,124,1860.0,70,6,1,0,15.0,0.0,20.670244398049817,0.0
2021-03-14,Electronics,67,2847.5,70,6,1,0,42.5,1.0,20.670244398049817,0.0
2021-03-15,Clothing,49,1470.0,55,0,0,0,30.0,0.0,26.209571575365057,1.3786994718368555
2021-03-15,Household,96,1440.0,55,0,0,0,15.0,0.0,26.209571575365057,1.3786994718368555
2021-03-15,Electronics,57,2422.5,55,0,0,0,42.5,1.0,26.209571575365057,1.3786994718368555
2021-03-16,Clothing,50,1500.0,60,1,0,0,30.0,0.0,29.85300844814149,0.0
2021-03-16,Household,105,1575.0,60,1,0,0,15.0,,29.85300844814149,0.0
2021-03-16,Electronics,42,2100.0,60,1,0,0,50.0,0.0,29.85300844814149,0.0
2021-03-17,Clothing,57,1710.0,60,2,0,0,30.0,0.0,22.934068887802773,0.0
2021-03-17,Household,105,1575.0,60,2,0,0,15.0,0.0,22.934068887802773,0.0
2021-03-17,Electronics,40,2000.0,60,2,0,0,50.0,0.0,22.934068887802773,0.0
2021-03-18,Clothing,53,1590.0,55,3,0,0,30.0,0.0,21.52713541418337,2.1334512161443584
2021-03-18,Household,96,1440.0,55,3,0,0,15.0,0.0,21.52713541418337,2.1334512161443584
2021-03-18,Electronics,36,1800.0,55,3,0,0,50.0,0.0,21.52713541418337,
2021-03-19,Clothing,52,1560.0,55,4,0,0,30.0,0.0,22.98139265425096,3.8430384455884834
2021-03-19,Household,96,1440.0,55,4,0,0,15.0,0.0,22.98139265425096,3.8430384455884834
2021-03-19,Electronics,37,1850.0,55,4,0,0,50.0,0.0,22.98139265425096,3.8430384455884834
2021-03-20,Clothing,61,1830.0,65,5,1,0,30.0,0.0,23.179223314794683,0.5944862576373686
2021-03-20,Household,114,1710.0,65,5,1,0,15.0,0.0,23.179223314794683,0.5944862576373686
2021-03-20,Electronics,43,2150.0,65,5,1,0,50.0,0.0,23.179223314794683,0.5944862576373686
2021-03-21,Clothing,60,1800.0,65,6,1,0,30.0,0.0,24.50623243993426,0.07946732859909389
2021-03-21,Household,114,1710.0,65,6,1,0,15.0,0.0,24.50623243993426,0.07946732859909389
2021-03-21,Electronics,43,2150.0,65,6,1,0,50.0,0.0,24.50623243993426,0.07946732859909389
2021-03-22,Clothing,51,1530.0,55,0,0,0,30.0,0.0,23.452424113713516,
2021-03-22,Household,96,1440.0,55,0,0,0,15.0,0.0,23.452424113713516,1.651441837003242
2021-03-22,Electronics,37,1850.0,55,0,0,0,50.0,0.0,23.452424113713516,1.651441837003242
2021-03-23,Clothing,51,1530.0,55,1,0,0,30.0,0.0,23.896797621452205,0.33551370836279903
2021-03-23,Household,96,1440.0,55,1,0,0,15.0,0.0,23.896797621452205,0.33551370836279903
2021-03-23,Electronics,37,1850.0,55,1,0,0,50.0,0.0,23.896797621452205,0.33551370836279903
2021-03-24,Clothing,70,1785.0,55,2,0,0,25.5,1.0,23.52286646985233,0.3258024917765432
2021-03-24,Household,,,55,2,0,0,15.0,0.0,23.52286646985233,0.3258024917765432
2021-03-24,Electronics,37,1850.0,55,2,0,0,50.0,0.0,23.52286646985233,0.3258024917765432
2021-03-25,Clothing,68,1734.0,55,3,0,0,25.5,1.0,25.3887918622229,0.8572163994892912
2021-03-25,Household,96,1440.0,55,3,0,0,15.0,0.0,25.3887918622229,0.8572163994892912
2021-03-25,Electronics,38,1900.0,55,3,0,0,50.0,0.0,25.3887918622229,0.8572163994892912
2021-03-26,Clothing,67,1708.5,55,4,0,0,25.5,1.0,25.964966905492492,4.641884247477067
2021-03-26,Household,96,1440.0,55,4,0,0,15.0,0.0,25.964966905492492,4.641884247477067
2021-03-26,Electronics,38,1900.0,55,4,0,0,50.0,0.0,25.964966905492492,4.641884247477067
2021-03-27,Clothing,66,1980.0,70,5,1,0,30.0,0.0,23.73957709714727,0.0
2021-03-27,Household,123,1845.0,70,5,1,0,15.0,0.0,23.73957709714727,0.0
2021-03-27,Electronics,46,2300.0,70,5,1,0,50.0,0.0,23.73957709714727,0.0
2021-03-28,Clothing,58,1740.0,65,6,1,0,30.0,0.0,26.938218595318048,1.5053893693035532
2021-03-28,Household,114,1710.0,65,6,1,0,15.0,0.0,26.938218595318048,1.5053893693035532
2021-03-28,Electronics,44,2200.0,65,6,1,0,50.0,0.0,26.938218595318048,1.5053893693035532
2021-03-29,Clothing,52,1560.0,55,0,0,0,30.0,0.0,22.48816375546308,2.1108517266060036
2021-03-29,Household,116,1479.0,55,0,0,0,12.75,1.0,22.48816375546308,2.1108517266060036
2021-03-29,Electronics,36,1800.0,55,0,0,0,50.0,0.0,22.48816375546308,2.1108517266060036
2021-03-30,Clothing,54,1620.0,60,1,0,0,30.0,0.0,26.04669356579649,0.0
2021-03-30,Household,126,1606.5,60,1,0,0,12.75,1.0,26.04669356579649,0.0
2021-03-30,Electronics,41,2050.0,60,1,0,0,50.0,0.0,26.04669356579649,0.0
2021-03-31,Clothing,48,1440.0,55,2,0,0,30.0,0.0,26.605382584215974,0.8701810871670408
2021-03-31,Household,96,1440.0,55,2,0,0,15.0,0.0,26.605382584215974,0.8701810871670408
2021-03-31,Electronics,38,1900.0,55,2,0,0,50.0,0.0,26.605382584215974,0.8701810871670408
2021-04-01,Clothing,58,1740.0,61,3,0,0,30.0,0.0,23.00309642420663,0.0
2021-04-01,Household,107,1605.0,61,3,0,0,15.0,0.0,23.00309642420663,0.0
2021-04-01,Electronics,40,2000.0,61,3,0,0,50.0,0.0,23.00309642420663,0.0
2021-04-02,Clothing,51,1530.0,60,4,0,0,30.0,0.0,28.644097588239717,0.0
2021-04-02,Household,105,1575.0,60,4,0,0,15.0,0.0,28.644097588239717,0.0
2021-04-02,Electronics,42,2100.0,60,4,0,0,50.0,0.0,28.644097588239717,0.0
2021-04-03,Clothing,57,1710.0,65,5,1,0,30.0,0.0,28.589813995687106,0.5088973492839406
2021-04-03,Household,114,1710.0,65,5,1,0,15.0,0.0,28.589813995687106,0.5088973492839406
2021-04-03,Electronics,45,2250.0,65,5,1,0,50.0,0.0,28.589813995687106,0.5088973492839406
2021-04-04,Clothing,57,1710.0,65,6,1,0,30.0,0.0,27.83382596331087,
2021-04-04,Household,114,1710.0,65,6,1,0,15.0,0.0,27.83382596331087,0.28690940145596944
2021-04-04,Electronics,45,2250.0,65,6,1,0,50.0,0.0,27.83382596331087,0.28690940145596944
2021-04-05,Clothing,47,1410.0,55,0,0,0,30.0,0.0,28.207137946914983,2.4987381670249516
