Date,Product_Category,Demand_Index,Day_of_Week,Is_Weekend,Is_Holiday,Price,Is_On_Sale,Avg_Daily_Temperature,Rainfall_mm,Units_Sold_Log
20-01-2021,2,-0.497427075,2,0,0,-1.131254622,0,0.160669348,-0.203803518,4.465908119
20-01-2021,1,-0.497427075,2,0,0,1.338897914,0,0.160669348,-0.203803518,3.433987204
21-01-2021,0,-0.497427075,3,0,0,-0.072617821,0,-0.086361347,-0.248287074,3.988984047
21-01-2021,2,-0.497427075,3,0,0,-1.131254622,0,-0.086361347,-0.248287074,4.465908119
21-01-2021,1,-0.497427075,3,0,0,1.338897914,0,-0.086361347,-0.248287074,3.433987204
22-01-2021,0,-0.497427075,4,0,0,-0.072617821,0,0.308354673,-0.209700031,3.951243719
22-01-2021,2,-0.497427075,4,0,0,-1.131254622,0,0.308354673,-0.209700031,4.465908119
22-01-2021,1,-0.497427075,4,0,0,1.338897914,0,0.308354673,-0.209700031,3.465735903
23-01-2021,0,0.416817353,5,1,0,-0.072617821,0,0.177708893,0.101224821,4.143134726
23-01-2021,2,0.416817353,5,1,0,-1.131254622,0,0.177708893,0.101224821,4.65396035
23-01-2021,1,0.416817353,5,1,0,1.338897914,0,0.177708893,0.101224821,3.610917913
24-01-2021,0,0.508241796,6,1,0,-0.072617821,0,0.477634879,-0.249098268,4.127134385
24-01-2021,2,0.508241796,6,1,0,-1.131254622,0,0.477634879,-0.249098268,4.672828834
24-01-2021,1,0.508241796,6,1,0,1.338897914,0,0.477634879,-0.249098268,3.663561646
25-01-2021,0,-0.406002633,0,0,0,-0.072617821,0,0.836359738,0.233825969,3.891820298
25-01-2021,2,-0.406002633,0,0,0,-1.131254622,0,0.836359738,0.233825969,4.48863637
25-01-2021,1,-0.406002633,0,0,0,1.338897914,0,0.836359738,0.233825969,3.526360525
26-01-2021,0,0.051119582,1,0,0,-0.390208861,1,0.490853558,-0.278932814,4.343805422
26-01-2021,2,0.051119582,1,0,0,-1.131254622,0,0.490853558,-0.278932814,4.584967479
26-01-2021,1,0.051119582,1,0,0,1.338897914,0,0.490853558,-0.278932814,3.583518938
27-01-2021,0,-0.406002633,2,0,0,-0.390208861,1,0.680392294,-0.085623906,4.219507705
27-01-2021,2,-0.406002633,2,0,0,-1.131254622,0,0.680392294,-0.085623906,4.48863637
27-01-2021,1,-0.406002633,2,0,0,1.338897914,0,0.680392294,-0.085623906,3.526360525
28-01-2021,0,-0.406002633,3,0,0,-0.390208861,1,0.807046006,-0.266321966,4.204692619
28-01-2021,2,-0.406002633,3,0,0,-1.131254622,0,0.807046006,-0.266321966,4.48863637
28-01-2021,1,-0.406002633,3,0,0,1.338897914,0,0.807046006,-0.266321966,3.526360525
29-01-2021,0,-0.406002633,4,0,0,-0.072617821,0,0.828982191,-0.266321966,3.891820298
29-01-2021,2,-0.406002633,4,0,0,-1.131254622,0,0.828982191,-0.225980613,4.48863637
29-01-2021,1,-0.406002633,4,0,0,1.338897914,0,0.828982191,-0.225980613,3.526360525
30-01-2021,0,0.508241796,5,1,0,-0.072617821,0,1.053515163,-0.221313346,4.060443011
30-01-2021,2,0.508241796,5,1,0,-1.131254622,0,1.053515163,-0.221313346,4.663439094
30-01-2021,1,0.508241796,5,1,0,1.338897914,0,1.053515163,-0.221313346,3.713572067
31-01-2021,0,1.056788453,6,1,0,-0.072617821,0,0.757830342,-0.278932814,4.189654742
31-01-2021,2,1.056788453,6,1,0,-1.131254622,0,0.757830342,-0.278932814,4.584967479
31-01-2021,1,1.056788453,6,1,0,1.338897914,0,0.757830342,-0.278932814,5.837730447
01-02-2021,0,-0.31457819,0,0,0,-0.072617821,0,0.913643236,0.007579033,3.912023005
01-02-2021,2,-0.31457819,0,0,0,-1.131254622,0,0.913643236,0.007579033,4.49980967
01-02-2021,1,-0.31457819,0,0,0,1.338897914,0,0.859818238,0.007579033,3.555348061
02-02-2021,0,0.142544025,1,0,0,-0.072617821,0,0.80599324,-0.278932814,4.007333185
02-02-2021,2,0.142544025,1,0,0,-1.131254622,0,0.80599324,-0.278932814,4.59511985
02-02-2021,1,0.142544025,1,0,0,1.338897914,0,0.80599324,-0.278932814,3.610917913
03-02-2021,0,-0.31457819,2,0,0,-0.390208861,1,0.577706558,0.173241233,4.262679877
03-02-2021,2,-0.31457819,2,0,0,-1.131254622,0,0.577706558,0.173241233,4.510859507
03-02-2021,1,-0.31457819,2,0,0,1.338897914,0,0.577706558,0.173241233,3.526360525
04-02-2021,0,0.142544025,3,0,0,-0.390208861,1,1.013388273,-0.278932814,4.304065093
04-02-2021,2,0.142544025,3,0,0,-1.131254622,0,1.013388273,-0.278932814,4.59511985
04-02-2021,1,0.142544025,3,0,0,1.338897914,0,1.013388273,-0.278932814,3.63758616
05-02-2021,0,-1.228822618,4,0,0,-0.390208861,1,0.566809812,1.05094657,4.043051268
05-02-2021,2,-1.228822618,4,0,0,-1.131254622,0,0.566809812,1.05094657,4.290459441
05-02-2021,1,-1.228822618,4,0,0,1.338897914,0,0.566809812,1.05094657,3.33220451
06-02-2021,0,0.599666239,5,1,0,-0.072617821,0,0.858815927,0.057581924,4.094344562
06-02-2021,2,0.599666239,5,1,0,-1.131254622,0,0.858815927,0.057581924,4.682131227
06-02-2021,1,0.599666239,5,1,0,1.338897914,0,0.858815927,0.057581924,3.713572067
07-02-2021,0,0.691090682,6,1,0,-0.390208861,1,0.797563105,-0.191855732,4.430816799
07-02-2021,2,0.691090682,6,1,0,-1.131254622,0,0.797563105,-0.191855732,4.700480366
07-02-2021,1,0.691090682,6,1,0,1.338897914,0,0.797563105,-0.191855732,3.713572067
08-02-2021,0,0.233968467,0,0,0,-0.390208861,1,1.033535192,-0.278932814,4.317488114
08-02-2021,2,0.233968467,0,0,0,-1.131254622,0,1.033535192,-0.278932814,4.615120517
08-02-2021,1,0.233968467,0,0,0,1.338897914,0,1.033535192,-0.278932814,3.663561646
09-02-2021,0,-0.223153747,1,0,0,-0.390208861,1,0.577717623,-0.119518272,4.276666119
09-02-2021,2,-0.223153747,1,0,0,-1.131254622,0,0.577717623,-0.119518272,4.521788577
09-02-2021,1,-0.223153747,1,0,0,1.338897914,0,0.577717623,-0.119518272,3.526360525
10-02-2021,0,-0.223153747,2,0,0,-0.072617821,0,0.535619582,-0.001828191,3.970291914
10-02-2021,2,-0.223153747,2,0,0,-1.290050142,1,0.535619582,-0.001828191,4.709530201
10-02-2021,1,-0.223153747,2,0,0,1.338897914,0,0.535619582,-0.001828191,3.526360525
11-02-2021,0,-0.223153747,3,0,0,-0.072617821,0,1.071955681,-0.138082466,3.912023005
11-02-2021,2,-0.223153747,3,0,0,-1.290050142,1,1.071955681,-0.138082466,4.709530201
11-02-2021,1,-0.223153747,3,0,0,1.338897914,0,1.071955681,-0.138082466,3.583518938
12-02-2021,0,0.233968467,4,0,0,-0.072617821,0,0.930588156,-0.278932814,4.025351691
12-02-2021,2,0.233968467,4,0,0,-1.131254622,0,0.930588156,-0.278932814,4.615120517
12-02-2021,1,0.233968467,4,0,0,1.338897914,0,0.930588156,-0.278932814,3.63758616
13-02-2021,0,1.148212896,5,1,0,-0.390208861,1,1.161230314,-0.278932814,4.477336814
13-02-2021,2,1.148212896,5,1,0,-1.131254622,0,1.161230314,-0.278932814,4.779123493
13-02-2021,1,1.148212896,5,1,0,1.338897914,0,1.161230314,-0.278932814,3.80666249
14-02-2021,0,1.148212896,6,1,0,-0.390208861,1,0.898304488,-0.278932814,4.49980967
14-02-2021,2,1.148212896,6,1,0,-1.131254622,0,0.898304488,-0.278932814,4.779123493
14-02-2021,1,1.148212896,6,1,0,0.809579514,1,0.898304488,-0.278932814,4.189654742
15-02-2021,0,0.32539291,0,0,0,-0.390208861,1,1.358231292,-0.278932814,4.290459441
15-02-2021,2,0.32539291,0,0,0,-1.131254622,0,1.358231292,-0.278932814,4.634728988
15-02-2021,1,0.32539291,0,0,0,0.809579514,1,1.358231292,-0.278932814,4.094344562
16-02-2021,0,-0.131729304,1,0,0,-0.072617821,0,1.37684672,-0.047375941,3.891820298
16-02-2021,2,-0.131729304,1,0,0,-1.131254622,0,1.37684672,-0.047375941,4.543294782
16-02-2021,1,-0.131729304,1,0,0,0.809579514,1,1.37684672,-0.047375941,4.007333185
17-02-2021,0,0.32539291,2,0,0,-0.072617821,0,1.337955189,-0.278932814,3.988984047
17-02-2021,2,0.32539291,2,0,0,-1.131254622,0,1.337955189,-0.278932814,4.634728988
17-02-2021,1,0.32539291,2,0,0,0.809579514,1,1.337955189,-0.278932814,4.094344562
18-02-2021,0,0.32539291,3,0,0,-0.390208861,1,1.135351261,-0.278932814,4.317488114
18-02-2021,2,0.32539291,3,0,0,-1.131254622,0,1.135351261,-0.278932814,4.634728988
18-02-2021,1,0.32539291,3,0,0,1.338897914,0,1.135351261,-0.278932814,3.688879454
19-02-2021,0,0.32539291,4,0,0,-0.390208861,1,1.411690999,-0.278932814,4.290459441
19-02-2021,2,0.32539291,4,0,0,-1.131254622,0,1.411690999,-0.278932814,4.624972813
19-02-2021,1,0.32539291,4,0,0,1.338897914,0,1.411690999,-0.278932814,3.688879454
20-02-2021,0,0.782515124,5,1,0,-0.390208861,1,1.090825429,-0.184408386,4.418840608
20-02-2021,2,0.782515124,5,1,0,-1.131254622,0,1.090825429,-0.184408386,4.718498871
20-02-2021,1,0.782515124,5,1,0,1.338897914,0,1.090825429,-0.184408386,3.761200116
21-02-2021,0,0.782515124,6,1,0,-0.072617821,0,1.223134972,-0.222749312,4.094344562
21-02-2021,2,0.782515124,6,1,0,-1.131254622,0,1.223134972,-0.222749312,4.718498871
21-02-2021,1,0.782515124,6,1,0,0.809579514,1,1.223134972,-0.222749312,4.158883083
22-02-2021,0,0.32539291,0,0,0,-0.072617821,0,0.973141684,-0.278932814,4.025351691
22-02-2021,2,0.32539291,0,0,0,-1.131254622,0,0.973141684,-0.278932814,4.634728988
22-02-2021,1,0.32539291,0,0,0,0.809579514,1,0.973141684,-0.278932814,4.060443011
23-02-2021,0,0.416817353,1,0,0,-0.072617821,0,0.998296036,-0.278932814,4.043051268
23-02-2021,2,0.416817353,1,0,0,-1.131254622,0,0.998296036,-0.278932814,4.65396035
23-02-2021,1,0.416817353,1,0,0,0.809579514,1,0.998296036,-0.278932814,4.077537444
24-02-2021,0,-0.040304861,2,0,0,-0.072617821,0,1.367660437,-0.101210678,3.912023005
24-02-2021,2,-0.040304861,2,0,0,-1.131254622,0,1.367660437,-0.101210678,4.553876892
24-02-2021,1,-0.040304861,2,0,0,0.809579514,1,1.367660437,-0.101210678,3.891820298
25-02-2021,0,-0.040304861,3,0,0,-0.072617821,0,1.249861578,-0.05012695,3.912023005
25-02-2021,2,-0.040304861,3,0,0,-1.131254622,0,1.249861578,-0.05012695,4.553876892
25-02-2021,1,-0.040304861,3,0,0,1.338897914,0,1.249861578,-0.05012695,3.63758616
26-02-2021,0,-0.040304861,4,0,0,-0.390208861,1,0.785082818,-0.05012695,4.290459441
26-02-2021,2,-0.040304861,4,0,0,-1.131254622,0,0.785082818,-0.108003202,4.564348191
26-02-2021,1,-0.040304861,4,0,0,1.338897914,0,0.785082818,-0.108003202,3.583518938
27-02-2021,0,1.331061782,5,1,0,-0.390208861,1,1.22934075,-0.278932814,4.49980967
27-02-2021,2,1.331061782,5,1,0,-1.131254622,0,1.22934075,-0.278932814,4.804021045
27-02-2021,1,1.331061782,5,1,0,1.338897914,0,1.22934075,-0.278932814,3.850147602
28-02-2021,0,0.873939567,6,1,0,-0.390208861,1,1.155241539,-0.084813208,4.430816799
28-02-2021,2,0.873939567,6,1,0,-1.131254622,0,1.155241539,-0.084813208,4.727387819
28-02-2021,1,0.873939567,6,1,0,1.338897914,0,1.155241539,-0.084813208,3.761200116
01-03-2021,0,-0.040304861,0,0,0,-0.072617821,0,1.330546236,-0.077304266,3.912023005
01-03-2021,2,-0.040304861,0,0,0,-1.131254622,0,1.330546236,-0.077304266,4.553876892
01-03-2021,1,-0.040304861,0,0,0,0.809579514,1,1.330546236,-0.077304266,4.025351691
02-03-2021,0,-0.040304861,1,0,0,-0.072617821,0,0.890609919,-0.174499509,3.970291914
02-03-2021,2,-0.040304861,1,0,0,-1.131254622,0,0.890609919,-0.174499509,4.564348191
02-03-2021,1,-0.040304861,1,0,0,0.809579514,1,0.890609919,-0.174499509,3.988984047
03-03-2021,0,-0.040304861,2,0,0,-0.072617821,0,0.81222575,-0.274346495,3.970291914
03-03-2021,2,-0.040304861,2,0,0,-1.131254622,0,0.81222575,-0.274346495,4.564348191
03-03-2021,1,-0.040304861,2,0,0,0.809579514,1,0.81222575,-0.274346495,3.988984047
04-03-2021,0,-0.040304861,3,0,0,-0.072617821,0,1.212682909,0.005035107,3.931825633
04-03-2021,2,-0.040304861,3,0,0,-1.131254622,0,1.212682909,0.005035107,4.553876892
04-03-2021,1,-0.040304861,3,0,0,0.809579514,1,1.212682909,0.005035107,4.007333185
05-03-2021,0,0.416817353,4,0,0,-0.072617821,0,1.080565491,-0.278932814,4.043051268
05-03-2021,2,0.416817353,4,0,0,-1.131254622,0,0.948448073,-0.278932814,4.65396035
05-03-2021,1,0.416817353,4,0,0,1.338897914,0,0.948448073,-0.278932814,3.688879454
06-03-2021,0,0.873939567,5,1,0,-0.072617821,0,1.200627289,-0.135729114,4.110873864
06-03-2021,2,0.873939567,5,1,0,-1.131254622,0,1.200627289,-0.135729114,4.727387819
06-03-2021,1,0.873939567,5,1,0,1.338897914,0,1.200627289,-0.135729114,3.761200116
07-03-2021,0,0.96536401,6,1,0,-0.072617821,0,1.524424657,-0.128850589,4.094344562
07-03-2021,2,0.96536401,6,1,0,-1.131254622,0,1.524424657,-0.128850589,4.744932128
07-03-2021,1,0.96536401,6,1,0,1.338897914,0,1.524424657,-0.128850589,3.80666249
08-03-2021,0,0.508241796,0,0,0,-0.072617821,0,0.845056148,-0.278932814,4.077537444
08-03-2021,2,0.508241796,0,0,0,-1.131254622,0,0.845056148,-0.278932814,4.672828834
08-03-2021,1,0.508241796,0,0,0,1.338897914,0,0.845056148,-0.278932814,3.688879454
09-03-2021,0,0.508241796,1,0,0,-0.072617821,0,1.062640278,-0.278932814,4.060443011
09-03-2021,2,0.508241796,1,0,0,-1.131254622,0,1.062640278,-0.278932814,4.663439094
09-03-2021,1,0.508241796,1,0,0,1.338897914,0,1.062640278,-0.278932814,3.713572067
10-03-2021,0,0.508241796,2,0,0,-0.072617821,0,1.215770478,-0.278932814,4.043051268
10-03-2021,2,0.508241796,2,0,0,-1.131254622,0,1.215770478,-0.278932814,4.663439094
10-03-2021,1,0.508241796,2,0,0,1.338897914,0,1.215770478,-0.278932814,3.713572067
11-03-2021,0,0.508241796,3,0,0,-0.072617821,0,1.383006634,-0.278932814,4.025351691
11-03-2021,2,0.508241796,3,0,0,-1.290050142,1,1.383006634,-0.278932814,4.852030264
11-03-2021,1,0.508241796,3,0,0,1.338897914,0,1.383006634,-0.278932814,3.737669618
12-03-2021,0,0.051119582,4,0,0,-0.072617821,0,1.417098284,-0.03333245,3.912023005
12-03-2021,2,0.051119582,4,0,0,-1.290050142,1,1.417098284,-0.03333245,4.762173935
12-03-2021,1,0.051119582,4,0,0,0.809579514,1,1.417098284,-0.03333245,4.043051268
13-03-2021,0,0.96536401,5,1,0,-0.072617821,0,1.210709875,-0.161377935,4.127134385
13-03-2021,2,0.96536401,5,1,0,-1.131254622,0,1.210709875,-0.161377935,4.744932128
13-03-2021,1,0.96536401,5,1,0,0.809579514,1,1.210709875,-0.161377935,4.17438727
14-03-2021,0,1.422486224,6,1,0,-0.072617821,0,0.765390462,-0.278932814,4.248495242
14-03-2021,2,1.422486224,6,1,0,-1.131254622,0,0.765390462,-0.278932814,4.828313737
14-03-2021,1,1.422486224,6,1,0,0.809579514,1,0.765390462,-0.278932814,4.219507705
15-03-2021,0,0.051119582,0,0,0,-0.072617821,0,1.512286995,-0.005603295,3.912023005
15-03-2021,2,0.051119582,0,0,0,-1.131254622,0,1.512286995,-0.005603295,4.574710979
15-03-2021,1,0.051119582,0,0,0,0.809579514,1,1.512286995,-0.005603295,4.060443011
16-03-2021,0,0.508241796,1,0,0,-0.072617821,0,2.003550695,-0.278932814,3.931825633
16-03-2021,2,0.508241796,1,0,0,-1.131254622,0,2.003550695,-0.278932814,4.663439094
16-03-2021,1,0.508241796,1,0,0,1.338897914,0,2.003550695,-0.278932814,3.761200116
17-03-2021,0,0.508241796,2,0,0,-0.072617821,0,1.07063379,-0.278932814,4.060443011
17-03-2021,2,0.508241796,2,0,0,-1.131254622,0,1.07063379,-0.278932814,4.663439094
17-03-2021,1,0.508241796,2,0,0,1.338897914,0,1.07063379,-0.278932814,3.713572067
18-03-2021,0,0.051119582,3,0,0,-0.072617821,0,0.880929572,0.144027525,3.988984047
18-03-2021,2,0.051119582,3,0,0,-1.131254622,0,0.880929572,0.144027525,4.574710979
18-03-2021,1,0.051119582,3,0,0,1.338897914,0,0.880929572,0.144027525,3.610917913
19-03-2021,0,0.051119582,4,0,0,-0.072617821,0,1.077014702,0.482956106,3.970291914
19-03-2021,2,0.051119582,4,0,0,-1.131254622,0,1.077014702,0.482956106,4.574710979
19-03-2021,1,0.051119582,4,0,0,1.338897914,0,1.077014702,0.482956106,3.63758616
20-03-2021,0,0.96536401,5,1,0,-0.072617821,0,1.103689247,-0.161074901,4.127134385
20-03-2021,2,0.96536401,5,1,0,-1.131254622,0,1.103689247,-0.161074901,4.744932128
20-03-2021,1,0.96536401,5,1,0,1.338897914,0,1.103689247,-0.161074901,3.784189634
21-03-2021,0,0.96536401,6,1,0,-0.072617821,0,1.282616847,-0.263178281,4.110873864
21-03-2021,2,0.96536401,6,1,0,-1.131254622,0,1.282616847,-0.263178281,4.744932128
21-03-2021,1,0.96536401,6,1,0,1.338897914,0,1.282616847,-0.263178281,3.784189634
22-03-2021,0,0.051119582,0,0,0,-0.072617821,0,1.140526344,-0.263178281,3.951243719
22-03-2021,2,0.051119582,0,0,0,-1.131254622,0,1.140526344,0.048468344,4.574710979
22-03-2021,1,0.051119582,0,0,0,1.338897914,0,1.140526344,0.048468344,3.63758616
23-03-2021,0,0.051119582,1,0,0,-0.072617821,0,1.200443554,-0.21241665,3.951243719
23-03-2021,2,0.051119582,1,0,0,-1.131254622,0,1.200443554,-0.21241665,4.574710979
23-03-2021,1,0.051119582,1,0,0,1.338897914,0,1.200443554,-0.21241665,3.63758616
24-03-2021,0,0.051119582,2,0,0,-0.390208861,1,1.150024456,-0.214341915,4.262679877
24-03-2021,2,0.051119582,2,0,0,-1.131254622,0,1.150024456,-0.214341915,4.574710979
24-03-2021,1,0.051119582,2,0,0,1.338897914,0,1.150024456,-0.214341915,3.63758616
25-03-2021,0,0.051119582,3,0,0,-0.390208861,1,1.401616962,-0.108988202,4.234106505
25-03-2021,2,0.051119582,3,0,0,-1.131254622,0,1.401616962,-0.108988202,4.574710979
25-03-2021,1,0.051119582,3,0,0,1.338897914,0,1.401616962,-0.108988202,3.663561646
26-03-2021,0,0.051119582,4,0,0,-0.390208861,1,1.479305664,0.641328647,4.219507705
26-03-2021,2,0.051119582,4,0,0,-1.131254622,0,1.479305664,0.641328647,4.574710979
26-03-2021,1,0.051119582,4,0,0,1.338897914,0,1.479305664,0.641328647,3.663561646
27-03-2021,0,1.422486224,5,1,0,-0.072617821,0,1.179244686,-0.278932814,4.204692619
27-03-2021,2,1.422486224,5,1,0,-1.131254622,0,1.179244686,-0.278932814,4.820281566
27-03-2021,1,1.422486224,5,1,0,1.338897914,0,1.179244686,-0.278932814,3.850147602
28-03-2021,0,0.96536401,6,1,0,-0.072617821,0,1.610534294,0.019513193,4.077537444
28-03-2021,2,0.96536401,6,1,0,-1.131254622,0,1.610534294,0.019513193,4.744932128
28-03-2021,1,0.96536401,6,1,0,1.338897914,0,1.610534294,0.019513193,3.80666249
29-03-2021,0,0.051119582,0,0,0,-0.072617821,0,1.010510063,0.139547137,3.970291914
29-03-2021,2,0.051119582,0,0,0,-1.290050142,1,1.010510063,0.139547137,4.762173935
29-03-2021,1,0.051119582,0,0,0,1.338897914,0,1.010510063,0.139547137,3.610917913
30-03-2021,0,0.508241796,1,0,0,-0.072617821,0,1.490325299,-0.278932814,4.007333185
30-03-2021,2,0.508241796,1,0,0,-1.290050142,1,1.490325299,-0.278932814,4.844187086
30-03-2021,1,0.508241796,1,0,0,1.338897914,0,1.490325299,-0.278932814,3.737669618
31-03-2021,0,0.051119582,2,0,0,-0.072617821,0,1.565656269,-0.106417931,3.891820298
31-03-2021,2,0.051119582,2,0,0,-1.131254622,0,1.565656269,-0.106417931,4.574710979
31-03-2021,1,0.051119582,2,0,0,1.338897914,0,1.565656269,-0.106417931,3.663561646
01-04-2021,0,0.599666239,3,0,0,-0.072617821,0,1.079941135,-0.278932814,4.077537444
01-04-2021,2,0.599666239,3,0,0,-1.131254622,0,1.079941135,-0.278932814,4.682131227
01-04-2021,1,0.599666239,3,0,0,1.338897914,0,1.079941135,-0.278932814,3.713572067
02-04-2021,0,0.508241796,4,0,0,-0.072617821,0,1.840546904,-0.278932814,3.951243719
02-04-2021,2,0.508241796,4,0,0,-1.131254622,0,1.840546904,-0.278932814,4.663439094
02-04-2021,1,0.508241796,4,0,0,1.338897914,0,1.840546904,-0.278932814,3.761200116
03-04-2021,0,0.96536401,5,1,0,-0.072617821,0,1.833227563,-0.178043048,4.060443011
03-04-2021,2,0.96536401,5,1,0,-1.131254622,0,1.833227563,-0.178043048,4.744932128
03-04-2021,1,0.96536401,5,1,0,1.338897914,0,1.833227563,-0.178043048,3.828641396
04-04-2021,0,0.96536401,6,1,0,-0.072617821,0,1.731293732,-0.178043048,4.060443011
04-04-2021,2,0.96536401,6,1,0,-1.131254622,0,1.731293732,-0.222052537,4.744932128
04-04-2021,1,0.96536401,6,1,0,1.338897914,0,1.731293732,-0.222052537,3.828641396
05-04-2021,0,0.051119582,0,0,0,-0.072617821,0,1.781629344,0.216446285,3.871201011
